"District.code","District.name","Category","Student.group","X2021.2022.student.count...year.to.date","X2021.2022.attendance.rate...year.to.date","Math.2019.Average.Score","Math.2022.Average.Score","X2019.ELA.Average.Score","X2022.ELA.Average.Score"
"2070012","Regional School District 07","","All Students",906,0.9313,562,498,551,521
"2070012","Regional School District 07","Students With Disabilities","Students With Disabilities",188,0.9158,562,498,551,521
"2070012","Regional School District 07","Free/Reduced Lunch","Free Meal Eligible",144,0.9081,562,498,551,521
"2070012","Regional School District 07","Free/Reduced Lunch","Reduced Price Meal Eligible",42,0.9085,562,498,551,521
"2070012","Regional School District 07","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",186,0.9082,562,498,551,521
"2070012","Regional School District 07","Race/Ethnicity","Hispanic/Latino of any race",35,0.9315,562,498,551,521
"2070012","Regional School District 07","Race/Ethnicity","White",841,0.9317,562,498,551,521
"2070012","Regional School District 07","High Needs","Students Without High Needs",582,0.941,562,498,551,521
"2070012","Regional School District 07","High Needs","Students With High Needs",317,0.9155,562,498,551,521
"2080012","Regional School District 08","","All Students",1217,0.9456,571,549,565,549
"2080012","Regional School District 08","Students With Disabilities","Students With Disabilities",176,0.9106,571,549,565,549
"2080012","Regional School District 08","Free/Reduced Lunch","Free Meal Eligible",160,0.9156,571,549,565,549
"2080012","Regional School District 08","Free/Reduced Lunch","Reduced Price Meal Eligible",41,0.9373,571,549,565,549
"2080012","Regional School District 08","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",201,0.92,571,549,565,549
"2080012","Regional School District 08","Race/Ethnicity","Hispanic/Latino of any race",85,0.9445,571,549,565,549
"2080012","Regional School District 08","Race/Ethnicity","White",1070,0.9466,571,549,565,549
"2080012","Regional School District 08","High Needs","Students Without High Needs",880,0.9554,571,549,565,549
"2080012","Regional School District 08","High Needs","Students With High Needs",335,0.92,571,549,565,549
"2090012","Regional School District 09","","All Students",817,0.9302,587,563,588,571
"2090012","Regional School District 09","Students With Disabilities","Students With Disabilities",119,0.885,587,563,588,571
"2090012","Regional School District 09","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",83,0.9007,587,563,588,571
"2090012","Regional School District 09","Race/Ethnicity","All other races",73,0.9456,587,563,588,571
"2090012","Regional School District 09","Race/Ethnicity","White",675,0.9292,587,563,588,571
"2090012","Regional School District 09","High Needs","Students Without High Needs",622,0.9399,587,563,588,571
"2090012","Regional School District 09","High Needs","Students With High Needs",190,0.8992,587,563,588,571
"2100012","Regional School District 10","","All Students",2118,0.9462,527,509,554,536
"2100012","Regional School District 10","Students With Disabilities","Students With Disabilities",258,0.9316,527,509,554,536
"2100012","Regional School District 10","Free/Reduced Lunch","Free Meal Eligible",238,0.9316,527,509,554,536
"2100012","Regional School District 10","Free/Reduced Lunch","Reduced Price Meal Eligible",55,0.941,527,509,554,536
"2100012","Regional School District 10","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",293,0.9333,527,509,554,536
"2100012","Regional School District 10","English Learners","English Learners",31,0.962,527,509,554,536
"2100012","Regional School District 10","Race/Ethnicity","All other races",479,0.9472,527,509,554,536
"2100012","Regional School District 10","Race/Ethnicity","White",1501,0.9464,527,509,554,536
"2100012","Regional School District 10","High Needs","Students Without High Needs",1609,0.9502,527,509,554,536
"2100012","Regional School District 10","High Needs","Students With High Needs",495,0.9349,527,509,554,536
"2110012","Regional School District 11","","All Students",210,0.9104,523,515,536,501
"2110012","Regional School District 11","Students With Disabilities","Students With Disabilities",39,0.8816,523,515,536,501
"2110012","Regional School District 11","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",100,0.9043,523,515,536,501
"2110012","Regional School District 11","Race/Ethnicity","White",187,0.9112,523,515,536,501
"2110012","Regional School District 11","High Needs","Students Without High Needs",88,0.9235,523,515,536,501
"2110012","Regional School District 11","High Needs","Students With High Needs",119,0.9008,523,515,536,501
"2120012","Regional School District 12","","All Students",718,0.9324,540,504,558,529
"2120012","Regional School District 12","Students With Disabilities","Students With Disabilities",90,0.9191,540,504,558,529
"2120012","Regional School District 12","Free/Reduced Lunch","Free Meal Eligible",120,0.914,540,504,558,529
"2120012","Regional School District 12","Free/Reduced Lunch","Reduced Price Meal Eligible",36,0.9257,540,504,558,529
"2120012","Regional School District 12","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",156,0.9168,540,504,558,529
"2120012","Regional School District 12","Race/Ethnicity","Hispanic/Latino of any race",73,0.9189,540,504,558,529
"2120012","Regional School District 12","Race/Ethnicity","White",605,0.9346,540,504,558,529
"2120012","Regional School District 12","High Needs","Students Without High Needs",477,0.9387,540,504,558,529
"2120012","Regional School District 12","High Needs","Students With High Needs",227,0.9204,540,504,558,529
"2130012","Regional School District 13","","All Students",1345,0.9384,535,526,562,542
"2130012","Regional School District 13","Students With Disabilities","Students With Disabilities",283,0.9189,535,526,562,542
"2130012","Regional School District 13","Free/Reduced Lunch","Free Meal Eligible",165,0.9041,535,526,562,542
"2130012","Regional School District 13","Free/Reduced Lunch","Reduced Price Meal Eligible",50,0.9167,535,526,562,542
"2130012","Regional School District 13","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",215,0.9071,535,526,562,542
"2130012","Regional School District 13","Race/Ethnicity","Hispanic/Latino of any race",96,0.9206,535,526,562,542
"2130012","Regional School District 13","Race/Ethnicity","White",1183,0.9393,535,526,562,542
"2130012","Regional School District 13","High Needs","Students Without High Needs",915,0.9483,535,526,562,542
"2130012","Regional School District 13","High Needs","Students With High Needs",420,0.9173,535,526,562,542
"2140012","Regional School District 14","","All Students",1558,0.9496,503,492,526,510
"2140012","Regional School District 14","Students With Disabilities","Students With Disabilities",251,0.9383,503,492,526,510
"2140012","Regional School District 14","Free/Reduced Lunch","Free Meal Eligible",233,0.928,503,492,526,510
"2140012","Regional School District 14","Free/Reduced Lunch","Reduced Price Meal Eligible",83,0.9423,503,492,526,510
"2140012","Regional School District 14","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",316,0.9318,503,492,526,510
"2140012","Regional School District 14","English Learners","English Learners",23,0.9343,503,492,526,510
"2140012","Regional School District 14","Race/Ethnicity","Hispanic/Latino of any race",128,0.9431,503,492,526,510
"2140012","Regional School District 14","Race/Ethnicity","White",1342,0.9503,503,492,526,510
"2140012","Regional School District 14","High Needs","Students Without High Needs",1031,0.9561,503,492,526,510
"2140012","Regional School District 14","High Needs","Students With High Needs",510,0.9375,503,492,526,510
"2150012","Regional School District 15","","All Students",3502,0.9296,569,550,564,550
"2150012","Regional School District 15","Students With Disabilities","Students With Disabilities",623,0.9131,569,550,564,550
"2150012","Regional School District 15","Free/Reduced Lunch","Free Meal Eligible",331,0.9026,569,550,564,550
"2150012","Regional School District 15","Free/Reduced Lunch","Reduced Price Meal Eligible",81,0.9063,569,550,564,550
"2150012","Regional School District 15","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",412,0.9033,569,550,564,550
"2150012","Regional School District 15","English Learners","English Learners",45,0.9245,569,550,564,550
"2150012","Regional School District 15","Race/Ethnicity","All other races",299,0.9394,569,550,564,550
"2150012","Regional School District 15","Race/Ethnicity","Black or African American",89,0.9396,569,550,564,550
"2150012","Regional School District 15","Race/Ethnicity","Hispanic/Latino of any race",282,0.9181,569,550,564,550
"2150012","Regional School District 15","Race/Ethnicity","White",2832,0.9294,569,550,564,550
"2150012","Regional School District 15","High Needs","Students Without High Needs",2544,0.9351,569,550,564,550
"2150012","Regional School District 15","High Needs","Students With High Needs",930,0.9142,569,550,564,550
"2160012","Regional School District 16","","All Students",1935,0.9521,542,503,543,514
"2160012","Regional School District 16","Students With Disabilities","Students With Disabilities",256,0.931,542,503,543,514
"2160012","Regional School District 16","Free/Reduced Lunch","Free Meal Eligible",287,0.9331,542,503,543,514
"2160012","Regional School District 16","Free/Reduced Lunch","Reduced Price Meal Eligible",112,0.9464,542,503,543,514
"2160012","Regional School District 16","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",399,0.9369,542,503,543,514
"2160012","Regional School District 16","English Learners","English Learners",43,0.942,542,503,543,514
"2160012","Regional School District 16","Race/Ethnicity","All other races",69,0.9504,542,503,543,514
"2160012","Regional School District 16","Race/Ethnicity","Black or African American",81,0.9585,542,503,543,514
"2160012","Regional School District 16","Race/Ethnicity","Hispanic/Latino of any race",159,0.9463,542,503,543,514
"2160012","Regional School District 16","Race/Ethnicity","White",1626,0.9524,542,503,543,514
"2160012","Regional School District 16","High Needs","Students Without High Needs",1342,0.9579,542,503,543,514
"2160012","Regional School District 16","High Needs","Students With High Needs",588,0.9387,542,503,543,514
"2170012","Regional School District 17","","All Students",1756,0.9417,544,516,555,545
"2170012","Regional School District 17","Students With Disabilities","Students With Disabilities",273,0.9312,544,516,555,545
"2170012","Regional School District 17","Free/Reduced Lunch","Free Meal Eligible",163,0.9221,544,516,555,545
"2170012","Regional School District 17","Free/Reduced Lunch","Reduced Price Meal Eligible",45,0.9436,544,516,555,545
"2170012","Regional School District 17","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",208,0.9268,544,516,555,545
"2170012","Regional School District 17","Race/Ethnicity","All other races",87,0.9335,544,516,555,545
"2170012","Regional School District 17","Race/Ethnicity","White",1574,0.9423,544,516,555,545
"2170012","Regional School District 17","High Needs","Students Without High Needs",1301,0.9452,544,516,555,545
"2170012","Regional School District 17","High Needs","Students With High Needs",431,0.9313,544,516,555,545
"2180012","Regional School District 18","","All Students",1228,0.938,580,577,580,583
"2180012","Regional School District 18","Students With Disabilities","Students With Disabilities",154,0.9241,580,577,580,583
"2180012","Regional School District 18","Free/Reduced Lunch","Free Meal Eligible",141,0.9123,580,577,580,583
"2180012","Regional School District 18","Free/Reduced Lunch","Reduced Price Meal Eligible",28,0.9275,580,577,580,583
"2180012","Regional School District 18","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",169,0.9148,580,577,580,583
"2180012","Regional School District 18","English Learners","English Learners",26,0.9336,580,577,580,583
"2180012","Regional School District 18","Race/Ethnicity","Hispanic/Latino of any race",81,0.9316,580,577,580,583
"2180012","Regional School District 18","Race/Ethnicity","White",1060,0.9377,580,577,580,583
"2180012","Regional School District 18","High Needs","Students Without High Needs",896,0.9428,580,577,580,583
"2180012","Regional School District 18","High Needs","Students With High Needs",303,0.9238,580,577,580,583
"2190012","Regional School District 19","","All Students",1124,0.9314,572,541,556,550
"2190012","Regional School District 19","Students With Disabilities","Students With Disabilities",177,0.9039,572,541,556,550
"2190012","Regional School District 19","Free/Reduced Lunch","Free Meal Eligible",228,0.8852,572,541,556,550
"2190012","Regional School District 19","Free/Reduced Lunch","Reduced Price Meal Eligible",60,0.9164,572,541,556,550
"2190012","Regional School District 19","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",288,0.8916,572,541,556,550
"2190012","Regional School District 19","Race/Ethnicity","All other races",85,0.9559,572,541,556,550
"2190012","Regional School District 19","Race/Ethnicity","Black or African American",50,0.919,572,541,556,550
"2190012","Regional School District 19","Race/Ethnicity","Hispanic/Latino of any race",127,0.8987,572,541,556,550
"2190012","Regional School District 19","Race/Ethnicity","White",862,0.9346,572,541,556,550
"2190012","Regional School District 19","High Needs","Students Without High Needs",725,0.9463,572,541,556,550
"2190012","Regional School District 19","High Needs","Students With High Needs",388,0.9039,572,541,556,550
"2410014","Capitol Region Education Council","","All Students",9653,0.8912,458,419,487,445
"2410014","Capitol Region Education Council","Homelessness","Students Experiencing Homelessness",51,0.7753,458,419,487,445
"2410014","Capitol Region Education Council","Students With Disabilities","Students With Disabilities",1981,0.8738,458,419,487,445
"2410014","Capitol Region Education Council","Free/Reduced Lunch","Free Meal Eligible",5448,0.8706,458,419,487,445
"2410014","Capitol Region Education Council","Free/Reduced Lunch","Reduced Price Meal Eligible",1012,0.9106,458,419,487,445
"2410014","Capitol Region Education Council","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",6460,0.8767,458,419,487,445
"2410014","Capitol Region Education Council","English Learners","English Learners",812,0.8827,458,419,487,445
"2410014","Capitol Region Education Council","Race/Ethnicity","All other races",978,0.9104,458,419,487,445
"2410014","Capitol Region Education Council","Race/Ethnicity","Black or African American",3174,0.8964,458,419,487,445
"2410014","Capitol Region Education Council","Race/Ethnicity","Hispanic/Latino of any race",4073,0.8739,458,419,487,445
"2410014","Capitol Region Education Council","Race/Ethnicity","White",1428,0.914,458,419,487,445
"2410014","Capitol Region Education Council","High Needs","Students Without High Needs",2577,0.9243,458,419,487,445
"2410014","Capitol Region Education Council","High Needs","Students With High Needs",7062,0.879,458,419,487,445
"2450014","Learn","","All Students",975,0.9085,495,530,525,565
"2450014","Learn","Students With Disabilities","Students With Disabilities",190,0.8948,495,530,525,565
"2450014","Learn","Free/Reduced Lunch","Free Meal Eligible",442,0.8839,495,530,525,565
"2450014","Learn","Free/Reduced Lunch","Reduced Price Meal Eligible",82,0.9074,495,530,525,565
"2450014","Learn","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",524,0.8876,495,530,525,565
"2450014","Learn","English Learners","English Learners",83,0.8881,495,530,525,565
"2450014","Learn","Race/Ethnicity","All other races",155,0.9049,495,530,525,565
"2450014","Learn","Race/Ethnicity","Black or African American",98,0.9077,495,530,525,565
"2450014","Learn","Race/Ethnicity","Hispanic/Latino of any race",333,0.8984,495,530,525,565
"2450014","Learn","Race/Ethnicity","White",389,0.9188,495,530,525,565
"2450014","Learn","High Needs","Students Without High Needs",372,0.9353,495,530,525,565
"2450014","Learn","High Needs","Students With High Needs",602,0.8919,495,530,525,565
"2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","","All Students",386,0.8273,427,413,484,483
"2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Students With Disabilities","Students With Disabilities",159,0.8315,427,413,484,483
"2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",155,0.7988,427,413,484,483
"2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Race/Ethnicity","Hispanic/Latino of any race",70,0.8162,427,413,484,483
"2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","Race/Ethnicity","White",273,0.8346,427,413,484,483
"2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","High Needs","Students Without High Needs",154,0.8412,427,413,484,483
"2530014","Eastern Connecticut Regional Educational Service Center (EASTCONN)","High Needs","Students With High Needs",230,0.8203,427,413,484,483
"2680013","Common Ground High School District","","All Students",211,0.8321,412,400,441,431
"2680013","Common Ground High School District","Students With Disabilities","Students With Disabilities",52,0.8069,412,400,441,431
"2680013","Common Ground High School District","Free/Reduced Lunch","Free Meal Eligible",122,0.7964,412,400,441,431
"2680013","Common Ground High School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",136,0.7978,412,400,441,431
"2680013","Common Ground High School District","Race/Ethnicity","Black or African American",69,0.834,412,400,441,431
"2680013","Common Ground High School District","Race/Ethnicity","Hispanic/Latino of any race",88,0.8038,412,400,441,431
"2680013","Common Ground High School District","High Needs","Students Without High Needs",57,0.8919,412,400,441,431
"2680013","Common Ground High School District","High Needs","Students With High Needs",154,0.8102,412,400,441,431
"2690013","The Bridge Academy District","","All Students",268,0.9387,425,408,443,416
"2690013","The Bridge Academy District","Students With Disabilities","Students With Disabilities",51,0.9255,425,408,443,416
"2690013","The Bridge Academy District","Free/Reduced Lunch","Free Meal Eligible",154,0.93,425,408,443,416
"2690013","The Bridge Academy District","Free/Reduced Lunch","Reduced Price Meal Eligible",35,0.9343,425,408,443,416
"2690013","The Bridge Academy District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",189,0.9308,425,408,443,416
"2690013","The Bridge Academy District","Race/Ethnicity","Black or African American",147,0.9423,425,408,443,416
"2690013","The Bridge Academy District","Race/Ethnicity","Hispanic/Latino of any race",117,0.9347,425,408,443,416
"2690013","The Bridge Academy District","High Needs","Students Without High Needs",64,0.9627,425,408,443,416
"2690013","The Bridge Academy District","High Needs","Students With High Needs",204,0.9312,425,408,443,416
"2720013","Explorations District","","All Students",87,0.8612,414,416,466,478
"2720013","Explorations District","Students With Disabilities","Students With Disabilities",24,0.8143,414,416,466,478
"2720013","Explorations District","Free/Reduced Lunch","Free Meal Eligible",48,0.8418,414,416,466,478
"2720013","Explorations District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",57,0.8489,414,416,466,478
"2720013","Explorations District","Race/Ethnicity","White",73,0.8741,414,416,466,478
"2720013","Explorations District","High Needs","Students Without High Needs",24,0.9043,414,416,466,478
"2720013","Explorations District","High Needs","Students With High Needs",62,0.8453,414,416,466,478
"2790013","Amistad Academy District","","All Students",1093,0.8832,474,434,474,436
"2790013","Amistad Academy District","Students With Disabilities","Students With Disabilities",98,0.8664,474,434,474,436
"2790013","Amistad Academy District","Free/Reduced Lunch","Free Meal Eligible",640,0.871,474,434,474,436
"2790013","Amistad Academy District","Free/Reduced Lunch","Reduced Price Meal Eligible",71,0.9067,474,434,474,436
"2790013","Amistad Academy District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",711,0.8746,474,434,474,436
"2790013","Amistad Academy District","English Learners","English Learners",132,0.9076,474,434,474,436
"2790013","Amistad Academy District","Race/Ethnicity","Black or African American",656,0.8793,474,434,474,436
"2790013","Amistad Academy District","Race/Ethnicity","Hispanic/Latino of any race",395,0.8899,474,434,474,436
"2790013","Amistad Academy District","High Needs","Students Without High Needs",300,0.8979,474,434,474,436
"2790013","Amistad Academy District","High Needs","Students With High Needs",789,0.8775,474,434,474,436
"2850013","Achievement First Bridgeport Academy District","","All Students",1064,0.8728,487,436,488,444
"2850013","Achievement First Bridgeport Academy District","Students With Disabilities","Students With Disabilities",96,0.8503,487,436,488,444
"2850013","Achievement First Bridgeport Academy District","Free/Reduced Lunch","Free Meal Eligible",518,0.8583,487,436,488,444
"2850013","Achievement First Bridgeport Academy District","Free/Reduced Lunch","Reduced Price Meal Eligible",62,0.8926,487,436,488,444
"2850013","Achievement First Bridgeport Academy District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",580,0.862,487,436,488,444
"2850013","Achievement First Bridgeport Academy District","English Learners","English Learners",137,0.8907,487,436,488,444
"2850013","Achievement First Bridgeport Academy District","Race/Ethnicity","Black or African American",570,0.8816,487,436,488,444
"2850013","Achievement First Bridgeport Academy District","Race/Ethnicity","Hispanic/Latino of any race",457,0.8622,487,436,488,444
"2850013","Achievement First Bridgeport Academy District","High Needs","Students Without High Needs",394,0.8853,487,436,488,444
"2850013","Achievement First Bridgeport Academy District","High Needs","Students With High Needs",662,0.8665,487,436,488,444
"2880013","Achievement First Hartford Academy District","","All Students",1089,0.8827,492,423,469,428
"2880013","Achievement First Hartford Academy District","Students With Disabilities","Students With Disabilities",103,0.8641,492,423,469,428
"2880013","Achievement First Hartford Academy District","Free/Reduced Lunch","Free Meal Eligible",686,0.8712,492,423,469,428
"2880013","Achievement First Hartford Academy District","Free/Reduced Lunch","Reduced Price Meal Eligible",62,0.9172,492,423,469,428
"2880013","Achievement First Hartford Academy District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",748,0.875,492,423,469,428
"2880013","Achievement First Hartford Academy District","English Learners","English Learners",50,0.8781,492,423,469,428
"2880013","Achievement First Hartford Academy District","Race/Ethnicity","Black or African American",795,0.8892,492,423,469,428
"2880013","Achievement First Hartford Academy District","Race/Ethnicity","Hispanic/Latino of any race",267,0.8631,492,423,469,428
"2880013","Achievement First Hartford Academy District","High Needs","Students Without High Needs",303,0.8996,492,423,469,428
"2880013","Achievement First Hartford Academy District","High Needs","Students With High Needs",782,0.8763,492,423,469,428
"2890013","Elm City College Preparatory School District","","All Students",754,0.8675,474,424,478,427
"2890013","Elm City College Preparatory School District","Students With Disabilities","Students With Disabilities",70,0.8307,474,424,478,427
"2890013","Elm City College Preparatory School District","Free/Reduced Lunch","Free Meal Eligible",450,0.8562,474,424,478,427
"2890013","Elm City College Preparatory School District","Free/Reduced Lunch","Reduced Price Meal Eligible",41,0.886,474,424,478,427
"2890013","Elm City College Preparatory School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",491,0.8588,474,424,478,427
"2890013","Elm City College Preparatory School District","English Learners","English Learners",63,0.9115,474,424,478,427
"2890013","Elm City College Preparatory School District","Race/Ethnicity","Black or African American",496,0.8592,474,424,478,427
"2890013","Elm City College Preparatory School District","Race/Ethnicity","Hispanic/Latino of any race",230,0.8825,474,424,478,427
"2890013","Elm City College Preparatory School District","High Needs","Students Without High Needs",226,0.8801,474,424,478,427
"2890013","Elm City College Preparatory School District","High Needs","Students With High Needs",528,0.8621,474,424,478,427
"2970013","Capital Preparatory Harbor School District","","All Students",731,0.9102,440,420,470,426
"2970013","Capital Preparatory Harbor School District","Students With Disabilities","Students With Disabilities",76,0.9061,440,420,470,426
"2970013","Capital Preparatory Harbor School District","Free/Reduced Lunch","Free Meal Eligible",393,0.9067,440,420,470,426
"2970013","Capital Preparatory Harbor School District","Free/Reduced Lunch","Reduced Price Meal Eligible",67,0.9209,440,420,470,426
"2970013","Capital Preparatory Harbor School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",460,0.9088,440,420,470,426
"2970013","Capital Preparatory Harbor School District","English Learners","English Learners",54,0.9222,440,420,470,426
"2970013","Capital Preparatory Harbor School District","Race/Ethnicity","Black or African American",490,0.9119,440,420,470,426
"2970013","Capital Preparatory Harbor School District","Race/Ethnicity","Hispanic/Latino of any race",234,0.9073,440,420,470,426
"2970013","Capital Preparatory Harbor School District","High Needs","Students Without High Needs",224,0.9126,440,420,470,426
"2970013","Capital Preparatory Harbor School District","High Needs","Students With High Needs",504,0.9092,440,420,470,426
"9000016","Connecticut Technical Education and Career System","","All Students",11138,0.8985,434,420,454,440
"9000016","Connecticut Technical Education and Career System","Homelessness","Students Experiencing Homelessness",27,0.7152,434,420,454,440
"9000016","Connecticut Technical Education and Career System","Students With Disabilities","Students With Disabilities",1672,0.8921,434,420,454,440
"9000016","Connecticut Technical Education and Career System","Free/Reduced Lunch","Free Meal Eligible",4181,0.8932,434,420,454,440
"9000016","Connecticut Technical Education and Career System","Free/Reduced Lunch","Reduced Price Meal Eligible",838,0.9006,434,420,454,440
"9000016","Connecticut Technical Education and Career System","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",5019,0.8944,434,420,454,440
"9000016","Connecticut Technical Education and Career System","English Learners","English Learners",487,0.884,434,420,454,440
"9000016","Connecticut Technical Education and Career System","Race/Ethnicity","All other races",703,0.8954,434,420,454,440
"9000016","Connecticut Technical Education and Career System","Race/Ethnicity","Black or African American",1308,0.8906,434,420,454,440
"9000016","Connecticut Technical Education and Career System","Race/Ethnicity","Hispanic/Latino of any race",4674,0.8928,434,420,454,440
"9000016","Connecticut Technical Education and Career System","Race/Ethnicity","White",4453,0.9074,434,420,454,440
"9000016","Connecticut Technical Education and Career System","High Needs","Students Without High Needs",5001,0.9038,434,420,454,440
"9000016","Connecticut Technical Education and Career System","High Needs","Students With High Needs",6130,0.8943,434,420,454,440
"9010022","Norwich Free Academy District","","All Students",2068,0.894,479,452,497,479
"9010022","Norwich Free Academy District","Students With Disabilities","Students With Disabilities",256,0.869,479,452,497,479
"9010022","Norwich Free Academy District","Free/Reduced Lunch","Free Meal Eligible",846,0.8664,479,452,497,479
"9010022","Norwich Free Academy District","Free/Reduced Lunch","Reduced Price Meal Eligible",188,0.9115,479,452,497,479
"9010022","Norwich Free Academy District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1034,0.8746,479,452,497,479
"9010022","Norwich Free Academy District","English Learners","English Learners",196,0.858,479,452,497,479
"9010022","Norwich Free Academy District","Race/Ethnicity","All other races",267,0.9055,479,452,497,479
"9010022","Norwich Free Academy District","Race/Ethnicity","Black or African American",298,0.8909,479,452,497,479
"9010022","Norwich Free Academy District","Race/Ethnicity","Hispanic/Latino of any race",494,0.8622,479,452,497,479
"9010022","Norwich Free Academy District","Race/Ethnicity","White",1009,0.907,479,452,497,479
"9010022","Norwich Free Academy District","High Needs","Students Without High Needs",858,0.9209,479,452,497,479
"9010022","Norwich Free Academy District","High Needs","Students With High Needs",1156,0.8742,479,452,497,479
"9020022","The Gilbert School District","","All Students",421,0.8901,466,458,478,496
"9020022","The Gilbert School District","Students With Disabilities","Students With Disabilities",65,0.867,466,458,478,496
"9020022","The Gilbert School District","Free/Reduced Lunch","Free Meal Eligible",154,0.8646,466,458,478,496
"9020022","The Gilbert School District","Free/Reduced Lunch","Reduced Price Meal Eligible",44,0.8772,466,458,478,496
"9020022","The Gilbert School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",198,0.8674,466,458,478,496
"9020022","The Gilbert School District","Race/Ethnicity","Hispanic/Latino of any race",87,0.8736,466,458,478,496
"9020022","The Gilbert School District","Race/Ethnicity","White",277,0.8936,466,458,478,496
"9020022","The Gilbert School District","High Needs","Students Without High Needs",189,0.9157,466,458,478,496
"9020022","The Gilbert School District","High Needs","Students With High Needs",228,0.8696,466,458,478,496
"9030022","The Woodstock Academy District","","All Students",1060,0.9288,528,497,520,516
"9030022","The Woodstock Academy District","Students With Disabilities","Students With Disabilities",72,0.9176,528,497,520,516
"9030022","The Woodstock Academy District","Free/Reduced Lunch","Free Meal Eligible",23,0.8478,528,497,520,516
"9030022","The Woodstock Academy District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",23,0.8478,528,497,520,516
"9030022","The Woodstock Academy District","Race/Ethnicity","All other races",86,0.9393,528,497,520,516
"9030022","The Woodstock Academy District","Race/Ethnicity","White",901,0.9288,528,497,520,516
"9030022","The Woodstock Academy District","High Needs","Students Without High Needs",949,0.9318,528,497,520,516
"9030022","The Woodstock Academy District","High Needs","Students With High Needs",93,0.9041,528,497,520,516
