"District.code","District.name","Category","Student.group","X2021.2022.student.count...year.to.date","X2021.2022.attendance.rate...year.to.date","Math.2019.Average.Score","Math.2022.Average.Score","X2019.ELA.Average.Score","X2022.ELA.Average.Score"
"0490011","Enfield School District","Students With Disabilities","Students With Disabilities",778,0.8998,499,472,508,485
"0490011","Enfield School District","Free/Reduced Lunch","Free Meal Eligible",1640,0.9013,499,472,508,485
"0490011","Enfield School District","Free/Reduced Lunch","Reduced Price Meal Eligible",373,0.9176,499,472,508,485
"0490011","Enfield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",2013,0.9043,499,472,508,485
"0490011","Enfield School District","English Learners","English Learners",151,0.9061,499,472,508,485
"0490011","Enfield School District","Race/Ethnicity","All other races",391,0.9246,499,472,508,485
"0490011","Enfield School District","Race/Ethnicity","Black or African American",302,0.8988,499,472,508,485
"0490011","Enfield School District","Race/Ethnicity","Hispanic/Latino of any race",945,0.9018,499,472,508,485
"0490011","Enfield School District","Race/Ethnicity","White",3022,0.9289,499,472,508,485
"0490011","Enfield School District","High Needs","Students Without High Needs",2183,0.9372,499,472,508,485
"0490011","Enfield School District","High Needs","Students With High Needs",2377,0.9076,499,472,508,485
"0510011","Fairfield School District","","All Students",9229,0.9385,570,553,566,562
"0510011","Fairfield School District","Students With Disabilities","Students With Disabilities",1408,0.9186,570,553,566,562
"0510011","Fairfield School District","Free/Reduced Lunch","Free Meal Eligible",1072,0.9122,570,553,566,562
"0510011","Fairfield School District","Free/Reduced Lunch","Reduced Price Meal Eligible",319,0.9386,570,553,566,562
"0510011","Fairfield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1391,0.9184,570,553,566,562
"0510011","Fairfield School District","English Learners","English Learners",221,0.9125,570,553,566,562
"0510011","Fairfield School District","Race/Ethnicity","All other races",1042,0.9456,570,553,566,562
"0510011","Fairfield School District","Race/Ethnicity","Black or African American",257,0.9327,570,553,566,562
"0510011","Fairfield School District","Race/Ethnicity","Hispanic/Latino of any race",1157,0.9256,570,553,566,562
"0510011","Fairfield School District","Race/Ethnicity","White",6773,0.9399,570,553,566,562
"0510011","Fairfield School District","High Needs","Students Without High Needs",6599,0.9452,570,553,566,562
"0510011","Fairfield School District","High Needs","Students With High Needs",2553,0.9214,570,553,566,562
"0520011","Farmington School District","","All Students",4073,0.9442,575,558,578,573
"0520011","Farmington School District","Students With Disabilities","Students With Disabilities",485,0.9148,575,558,578,573
"0520011","Farmington School District","Free/Reduced Lunch","Free Meal Eligible",558,0.9153,575,558,578,573
"0520011","Farmington School District","Free/Reduced Lunch","Reduced Price Meal Eligible",163,0.9276,575,558,578,573
"0520011","Farmington School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",721,0.9181,575,558,578,573
"0520011","Farmington School District","English Learners","English Learners",180,0.9347,575,558,578,573
"0520011","Farmington School District","Race/Ethnicity","All other races",1187,0.9552,575,558,578,573
"0520011","Farmington School District","Race/Ethnicity","Black or African American",199,0.9272,575,558,578,573
"0520011","Farmington School District","Race/Ethnicity","Hispanic/Latino of any race",407,0.9202,575,558,578,573
"0520011","Farmington School District","Race/Ethnicity","White",2280,0.9443,575,558,578,573
"0520011","Farmington School District","High Needs","Students Without High Needs",2863,0.9531,575,558,578,573
"0520011","Farmington School District","High Needs","Students With High Needs",1166,0.9237,575,558,578,573
"0540011","Glastonbury School District","","All Students",5631,0.9509,583,563,570,563
"0540011","Glastonbury School District","Students With Disabilities","Students With Disabilities",600,0.9216,583,563,570,563
"0540011","Glastonbury School District","Free/Reduced Lunch","Free Meal Eligible",509,0.9174,583,563,570,563
"0540011","Glastonbury School District","Free/Reduced Lunch","Reduced Price Meal Eligible",118,0.9279,583,563,570,563
"0540011","Glastonbury School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",627,0.9194,583,563,570,563
"0540011","Glastonbury School District","English Learners","English Learners",146,0.9441,583,563,570,563
"0540011","Glastonbury School District","Race/Ethnicity","All other races",1066,0.9609,583,563,570,563
"0540011","Glastonbury School District","Race/Ethnicity","Black or African American",180,0.9372,583,563,570,563
"0540011","Glastonbury School District","Race/Ethnicity","Hispanic/Latino of any race",643,0.9359,583,563,570,563
"0540011","Glastonbury School District","Race/Ethnicity","White",3742,0.9513,583,563,570,563
"0540011","Glastonbury School District","High Needs","Students Without High Needs",4400,0.9575,583,563,570,563
"0540011","Glastonbury School District","High Needs","Students With High Needs",1179,0.9262,583,563,570,563
"0560011","Granby School District","","All Students",1726,0.9449,551,530,570,547
"0560011","Granby School District","Students With Disabilities","Students With Disabilities",256,0.9253,551,530,570,547
"0560011","Granby School District","Free/Reduced Lunch","Free Meal Eligible",213,0.9164,551,530,570,547
"0560011","Granby School District","Free/Reduced Lunch","Reduced Price Meal Eligible",39,0.9374,551,530,570,547
"0560011","Granby School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",252,0.9197,551,530,570,547
"0560011","Granby School District","Race/Ethnicity","All other races",95,0.9391,551,530,570,547
"0560011","Granby School District","Race/Ethnicity","Black or African American",104,0.9268,551,530,570,547
"0560011","Granby School District","Race/Ethnicity","Hispanic/Latino of any race",80,0.9386,551,530,570,547
"0560011","Granby School District","Race/Ethnicity","White",1447,0.9469,551,530,570,547
"0560011","Granby School District","High Needs","Students Without High Needs",1257,0.9513,551,530,570,547
"0560011","Granby School District","High Needs","Students With High Needs",447,0.9276,551,530,570,547
"0570011","Greenwich School District","","All Students",8471,0.9418,571,563,579,570
"0570011","Greenwich School District","Students With Disabilities","Students With Disabilities",1093,0.9251,571,563,579,570
"0570011","Greenwich School District","Free/Reduced Lunch","Free Meal Eligible",1008,0.9214,571,563,579,570
"0570011","Greenwich School District","Free/Reduced Lunch","Reduced Price Meal Eligible",326,0.9368,571,563,579,570
"0570011","Greenwich School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1334,0.9251,571,563,579,570
"0570011","Greenwich School District","English Learners","English Learners",354,0.9318,571,563,579,570
"0570011","Greenwich School District","Race/Ethnicity","All other races",1251,0.9507,571,563,579,570
"0570011","Greenwich School District","Race/Ethnicity","Black or African American",187,0.9376,571,563,579,570
"0570011","Greenwich School District","Race/Ethnicity","Hispanic/Latino of any race",1921,0.9299,571,563,579,570
"0570011","Greenwich School District","Race/Ethnicity","White",5112,0.9442,571,563,579,570
"0570011","Greenwich School District","High Needs","Students Without High Needs",5998,0.9469,571,563,579,570
"0570011","Greenwich School District","High Needs","Students With High Needs",2328,0.9286,571,563,579,570
"0580011","Griswold School District","","All Students",1639,0.9234,461,464,491,487
"0580011","Griswold School District","Students With Disabilities","Students With Disabilities",319,0.8913,461,464,491,487
"0580011","Griswold School District","Free/Reduced Lunch","Free Meal Eligible",621,0.9031,461,464,491,487
"0580011","Griswold School District","Free/Reduced Lunch","Reduced Price Meal Eligible",154,0.9198,461,464,491,487
"0580011","Griswold School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",775,0.9064,461,464,491,487
"0580011","Griswold School District","English Learners","English Learners",24,0.8672,461,464,491,487
"0580011","Griswold School District","Race/Ethnicity","All other races",166,0.9136,461,464,491,487
"0580011","Griswold School District","Race/Ethnicity","Black or African American",41,0.9164,461,464,491,487
"0580011","Griswold School District","Race/Ethnicity","Hispanic/Latino of any race",205,0.9125,461,464,491,487
"0580011","Griswold School District","Race/Ethnicity","White",1227,0.9267,461,464,491,487
"0580011","Griswold School District","High Needs","Students Without High Needs",706,0.9444,461,464,491,487
"0580011","Griswold School District","High Needs","Students With High Needs",901,0.9086,461,464,491,487
"0590011","Groton School District","","All Students",4560,0.9144,502,476,516,495
"0590011","Groton School District","Students With Disabilities","Students With Disabilities",748,0.8931,502,476,516,495
"0590011","Groton School District","Free/Reduced Lunch","Free Meal Eligible",1499,0.8919,502,476,516,495
"0590011","Groton School District","Free/Reduced Lunch","Reduced Price Meal Eligible",498,0.9218,502,476,516,495
"0590011","Groton School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1997,0.8993,502,476,516,495
"0590011","Groton School District","English Learners","English Learners",176,0.9117,502,476,516,495
"0590011","Groton School District","Race/Ethnicity","All other races",840,0.914,502,476,516,495
"0590011","Groton School District","Race/Ethnicity","Black or African American",304,0.9074,502,476,516,495
"0590011","Groton School District","Race/Ethnicity","Hispanic/Latino of any race",1076,0.9006,502,476,516,495
"0590011","Groton School District","Race/Ethnicity","White",2340,0.9225,502,476,516,495
"0590011","Groton School District","High Needs","Students Without High Needs",2001,0.9326,502,476,516,495
"0590011","Groton School District","High Needs","Students With High Needs",2355,0.9014,502,476,516,495
"0600011","Guilford School District","","All Students",3108,0.9372,576,562,577,565
"0600011","Guilford School District","Students With Disabilities","Students With Disabilities",380,0.9161,576,562,577,565
"0600011","Guilford School District","Free/Reduced Lunch","Free Meal Eligible",263,0.9101,576,562,577,565
"0600011","Guilford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",109,0.9141,576,562,577,565
"0600011","Guilford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",372,0.9113,576,562,577,565
"0600011","Guilford School District","English Learners","English Learners",45,0.9488,576,562,577,565
"0600011","Guilford School District","Race/Ethnicity","All other races",322,0.9477,576,562,577,565
"0600011","Guilford School District","Race/Ethnicity","Black or African American",37,0.9264,576,562,577,565
"0600011","Guilford School District","Race/Ethnicity","Hispanic/Latino of any race",259,0.927,576,562,577,565
"0600011","Guilford School District","Race/Ethnicity","White",2490,0.937,576,562,577,565
"0600011","Guilford School District","High Needs","Students Without High Needs",2391,0.9428,576,562,577,565
"0600011","Guilford School District","High Needs","Students With High Needs",696,0.9179,576,562,577,565
"0620011","Hamden School District","","All Students",5392,0.8962,474,463,497,486
"0620011","Hamden School District","Students With Disabilities","Students With Disabilities",900,0.8745,474,463,497,486
"0620011","Hamden School District","Free/Reduced Lunch","Free Meal Eligible",1738,0.8728,474,463,497,486
"0620011","Hamden School District","Free/Reduced Lunch","Reduced Price Meal Eligible",391,0.908,474,463,497,486
"0620011","Hamden School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",2129,0.8792,474,463,497,486
"0620011","Hamden School District","English Learners","English Learners",340,0.9111,474,463,497,486
"0620011","Hamden School District","Race/Ethnicity","All other races",686,0.9165,474,463,497,486
"0620011","Hamden School District","Race/Ethnicity","Black or African American",1718,0.8871,474,463,497,486
"0620011","Hamden School District","Race/Ethnicity","Hispanic/Latino of any race",1358,0.8826,474,463,497,486
"0620011","Hamden School District","Race/Ethnicity","White",1630,0.9085,474,463,497,486
"0620011","Hamden School District","High Needs","Students Without High Needs",2524,0.9135,474,463,497,486
"0620011","Hamden School District","High Needs","Students With High Needs",2693,0.8813,474,463,497,486
"0640011","Hartford School District","","All Students",16371,0.8564,436,418,453,436
"0640011","Hartford School District","Homelessness","Students Experiencing Homelessness",107,0.7986,436,418,453,436
"0640011","Hartford School District","Students With Disabilities","Students With Disabilities",3227,0.8147,436,418,453,436
"0640011","Hartford School District","Free/Reduced Lunch","Free Meal Eligible",12011,0.842,436,418,453,436
"0640011","Hartford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",434,0.9108,436,418,453,436
"0640011","Hartford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",12445,0.8444,436,418,453,436
"0640011","Hartford School District","English Learners","English Learners",3591,0.8484,436,418,453,436
"0640011","Hartford School District","Race/Ethnicity","All other races",1033,0.8971,436,418,453,436
"0640011","Hartford School District","Race/Ethnicity","Black or African American",4852,0.8694,436,418,453,436
"0640011","Hartford School District","Race/Ethnicity","Hispanic/Latino of any race",9286,0.8389,436,418,453,436
"0640011","Hartford School District","Race/Ethnicity","White",1200,0.905,436,418,453,436
"0640011","Hartford School District","High Needs","Students Without High Needs",2305,0.9148,436,418,453,436
"0640011","Hartford School District","High Needs","Students With High Needs",13351,0.8469,436,418,453,436
"0690011","Killingly School District","","All Students",2245,0.9093,474,466,502,504
"0690011","Killingly School District","Students With Disabilities","Students With Disabilities",388,0.8849,474,466,502,504
"0690011","Killingly School District","Free/Reduced Lunch","Free Meal Eligible",847,0.8825,474,466,502,504
"0690011","Killingly School District","Free/Reduced Lunch","Reduced Price Meal Eligible",149,0.9107,474,466,502,504
"0690011","Killingly School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",996,0.8867,474,466,502,504
"0690011","Killingly School District","English Learners","English Learners",60,0.9096,474,466,502,504
"0690011","Killingly School District","Race/Ethnicity","All other races",214,0.9093,474,466,502,504
"0690011","Killingly School District","Race/Ethnicity","Black or African American",35,0.9191,474,466,502,504
"0690011","Killingly School District","Race/Ethnicity","Hispanic/Latino of any race",259,0.8855,474,466,502,504
"0690011","Killingly School District","Race/Ethnicity","White",1737,0.9126,474,466,502,504
"0690011","Killingly School District","High Needs","Students Without High Needs",1022,0.931,474,466,502,504
"0690011","Killingly School District","High Needs","Students With High Needs",1161,0.8914,474,466,502,504
"0710011","Lebanon School District","","All Students",886,0.9386,509,479,521,509
"0710011","Lebanon School District","Students With Disabilities","Students With Disabilities",146,0.9221,509,479,521,509
"0710011","Lebanon School District","Free/Reduced Lunch","Free Meal Eligible",202,0.9227,509,479,521,509
"0710011","Lebanon School District","Free/Reduced Lunch","Reduced Price Meal Eligible",40,0.9262,509,479,521,509
"0710011","Lebanon School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",242,0.9233,509,479,521,509
"0710011","Lebanon School District","Race/Ethnicity","Hispanic/Latino of any race",66,0.9362,509,479,521,509
"0710011","Lebanon School District","Race/Ethnicity","White",776,0.9404,509,479,521,509
"0710011","Lebanon School District","High Needs","Students Without High Needs",557,0.9464,509,479,521,509
"0710011","Lebanon School District","High Needs","Students With High Needs",324,0.9254,509,479,521,509
"0720011","Ledyard School District","","All Students",2424,0.9117,498,510,517,517
"0720011","Ledyard School District","Students With Disabilities","Students With Disabilities",406,0.8964,498,510,517,517
"0720011","Ledyard School District","Free/Reduced Lunch","Free Meal Eligible",376,0.8859,498,510,517,517
"0720011","Ledyard School District","Free/Reduced Lunch","Reduced Price Meal Eligible",117,0.8955,498,510,517,517
"0720011","Ledyard School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",493,0.8881,498,510,517,517
"0720011","Ledyard School District","English Learners","English Learners",37,0.9177,498,510,517,517
"0720011","Ledyard School District","Race/Ethnicity","All other races",306,0.902,498,510,517,517
"0720011","Ledyard School District","Race/Ethnicity","Black or African American",110,0.889,498,510,517,517
"0720011","Ledyard School District","Race/Ethnicity","Hispanic/Latino of any race",283,0.8955,498,510,517,517
"0720011","Ledyard School District","Race/Ethnicity","White",1725,0.9174,498,510,517,517
"0720011","Ledyard School District","High Needs","Students Without High Needs",1587,0.9209,498,510,517,517
"0720011","Ledyard School District","High Needs","Students With High Needs",787,0.8937,498,510,517,517
"0740011","Litchfield School District","","All Students",808,0.9299,523,521,552,529
"0740011","Litchfield School District","Students With Disabilities","Students With Disabilities",141,0.8996,523,521,552,529
"0740011","Litchfield School District","Free/Reduced Lunch","Free Meal Eligible",103,0.9088,523,521,552,529
"0740011","Litchfield School District","Free/Reduced Lunch","Reduced Price Meal Eligible",28,0.9248,523,521,552,529
"0740011","Litchfield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",131,0.9122,523,521,552,529
"0740011","Litchfield School District","Race/Ethnicity","Hispanic/Latino of any race",59,0.9107,523,521,552,529
"0740011","Litchfield School District","Race/Ethnicity","White",706,0.9314,523,521,552,529
"0740011","Litchfield School District","High Needs","Students Without High Needs",562,0.9369,523,521,552,529
"0740011","Litchfield School District","High Needs","Students With High Needs",240,0.913,523,521,552,529
"0760011","Madison School District","","All Students",2414,0.9593,579,564,579,553
"0760011","Madison School District","Students With Disabilities","Students With Disabilities",339,0.9527,579,564,579,553
"0760011","Madison School District","Free/Reduced Lunch","Free Meal Eligible",66,0.939,579,564,579,553
"0760011","Madison School District","Free/Reduced Lunch","Reduced Price Meal Eligible",23,0.9626,579,564,579,553
"0760011","Madison School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",89,0.9451,579,564,579,553
"0760011","Madison School District","English Learners","English Learners",39,0.9575,579,564,579,553
"0760011","Madison School District","Race/Ethnicity","All other races",183,0.9693,579,564,579,553
"0760011","Madison School District","Race/Ethnicity","White",2058,0.9585,579,564,579,553
"0760011","Madison School District","High Needs","Students Without High Needs",1980,0.9605,579,564,579,553
"0760011","Madison School District","High Needs","Students With High Needs",422,0.9537,579,564,579,553
"0770011","Manchester School District","","All Students",6039,0.8854,469,451,480,461
"0770011","Manchester School District","Students With Disabilities","Students With Disabilities",959,0.8446,469,451,480,461
"0770011","Manchester School District","Free/Reduced Lunch","Free Meal Eligible",2922,0.8577,469,451,480,461
"0770011","Manchester School District","Free/Reduced Lunch","Reduced Price Meal Eligible",497,0.9005,469,451,480,461
"0770011","Manchester School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",3419,0.8639,469,451,480,461
"0770011","Manchester School District","English Learners","English Learners",461,0.885,469,451,480,461
"0770011","Manchester School District","Race/Ethnicity","All other races",661,0.8982,469,451,480,461
"0770011","Manchester School District","Race/Ethnicity","Black or African American",1492,0.8895,469,451,480,461
"0770011","Manchester School District","Race/Ethnicity","Hispanic/Latino of any race",2011,0.8609,469,451,480,461
"0770011","Manchester School District","Race/Ethnicity","White",1875,0.9034,469,451,480,461
"0770011","Manchester School District","High Needs","Students Without High Needs",2050,0.9222,469,451,480,461
"0770011","Manchester School District","High Needs","Students With High Needs",3821,0.8672,469,451,480,461
"0800011","Meriden School District","","All Students",8476,0.9112,424,423,453,453
"0800011","Meriden School District","Students With Disabilities","Students With Disabilities",1663,0.8845,424,423,453,453
"0800011","Meriden School District","Free/Reduced Lunch","Free Meal Eligible",5968,0.9028,424,423,453,453
"0800011","Meriden School District","Free/Reduced Lunch","Reduced Price Meal Eligible",984,0.9311,424,423,453,453
"0800011","Meriden School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",6952,0.9068,424,423,453,453
"0800011","Meriden School District","English Learners","English Learners",1394,0.906,424,423,453,453
"0800011","Meriden School District","Race/Ethnicity","All other races",543,0.9226,424,423,453,453
"0800011","Meriden School District","Race/Ethnicity","Black or African American",956,0.9124,424,423,453,453
"0800011","Meriden School District","Race/Ethnicity","Hispanic/Latino of any race",5035,0.9042,424,423,453,453
"0800011","Meriden School District","Race/Ethnicity","White",1942,0.9255,424,423,453,453
"0800011","Meriden School District","High Needs","Students Without High Needs",1023,0.9437,424,423,453,453
"0800011","Meriden School District","High Needs","Students With High Needs",7250,0.9072,424,423,453,453
"0830011","Middletown School District","","All Students",4346,0.8941,471,441,492,463
"0830011","Middletown School District","Homelessness","Students Experiencing Homelessness",35,0.8319,471,441,492,463
"0830011","Middletown School District","Students With Disabilities","Students With Disabilities",596,0.8606,471,441,492,463
"0830011","Middletown School District","Free/Reduced Lunch","Free Meal Eligible",1394,0.867,471,441,492,463
"0830011","Middletown School District","Free/Reduced Lunch","Reduced Price Meal Eligible",226,0.8798,471,441,492,463
"0830011","Middletown School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1620,0.8688,471,441,492,463
"0830011","Middletown School District","English Learners","English Learners",189,0.8983,471,441,492,463
"0830011","Middletown School District","Race/Ethnicity","All other races",703,0.9026,471,441,492,463
"0830011","Middletown School District","Race/Ethnicity","Black or African American",954,0.8755,471,441,492,463
"0830011","Middletown School District","Race/Ethnicity","Hispanic/Latino of any race",702,0.8701,471,441,492,463
"0830011","Middletown School District","Race/Ethnicity","White",1987,0.9085,471,441,492,463
"0830011","Middletown School District","High Needs","Students Without High Needs",2288,0.9132,471,441,492,463
"0830011","Middletown School District","High Needs","Students With High Needs",1971,0.8728,471,441,492,463
"0840011","Milford School District","","All Students",5204,0.9227,514,504,527,514
"0840011","Milford School District","Students With Disabilities","Students With Disabilities",784,0.8946,514,504,527,514
"0840011","Milford School District","Free/Reduced Lunch","Free Meal Eligible",1113,0.9021,514,504,527,514
"0840011","Milford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",282,0.9156,514,504,527,514
"0840011","Milford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1395,0.9049,514,504,527,514
"0840011","Milford School District","English Learners","English Learners",121,0.9341,514,504,527,514
"0840011","Milford School District","Race/Ethnicity","All other races",658,0.9336,514,504,527,514
"0840011","Milford School District","Race/Ethnicity","Black or African American",254,0.9136,514,504,527,514
"0840011","Milford School District","Race/Ethnicity","Hispanic/Latino of any race",768,0.9141,514,504,527,514
"0840011","Milford School District","Race/Ethnicity","White",3524,0.9231,514,504,527,514
"0840011","Milford School District","High Needs","Students Without High Needs",3201,0.933,514,504,527,514
"0840011","Milford School District","High Needs","Students With High Needs",1920,0.9068,514,504,527,514
"0850011","Monroe School District","","All Students",3319,0.9485,570,536,564,548
"0850011","Monroe School District","Students With Disabilities","Students With Disabilities",446,0.9363,570,536,564,548
"0850011","Monroe School District","Free/Reduced Lunch","Free Meal Eligible",262,0.9255,570,536,564,548
"0850011","Monroe School District","Free/Reduced Lunch","Reduced Price Meal Eligible",75,0.9395,570,536,564,548
"0850011","Monroe School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",337,0.9286,570,536,564,548
"0850011","Monroe School District","English Learners","English Learners",43,0.9514,570,536,564,548
"0850011","Monroe School District","Race/Ethnicity","All other races",315,0.9532,570,536,564,548
"0850011","Monroe School District","Race/Ethnicity","Black or African American",102,0.9588,570,536,564,548
"0850011","Monroe School District","Race/Ethnicity","Hispanic/Latino of any race",501,0.942,570,536,564,548
"0850011","Monroe School District","Race/Ethnicity","White",2401,0.9488,570,536,564,548
"0850011","Monroe School District","High Needs","Students Without High Needs",2545,0.9525,570,536,564,548
"0850011","Monroe School District","High Needs","Students With High Needs",737,0.9351,570,536,564,548
"0860011","Montville School District","","All Students",1970,0.9225,479,486,520,509
"0860011","Montville School District","Students With Disabilities","Students With Disabilities",351,0.8799,479,486,520,509
"0860011","Montville School District","Free/Reduced Lunch","Free Meal Eligible",648,0.8993,479,486,520,509
"0860011","Montville School District","Free/Reduced Lunch","Reduced Price Meal Eligible",175,0.9284,479,486,520,509
"0860011","Montville School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",823,0.9056,479,486,520,509
"0860011","Montville School District","English Learners","English Learners",89,0.9306,479,486,520,509
"0860011","Montville School District","Race/Ethnicity","All other races",389,0.9277,479,486,520,509
"0860011","Montville School District","Race/Ethnicity","Black or African American",86,0.9225,479,486,520,509
"0860011","Montville School District","Race/Ethnicity","Hispanic/Latino of any race",296,0.914,479,486,520,509
"0860011","Montville School District","Race/Ethnicity","White",1199,0.9229,479,486,520,509
"0860011","Montville School District","High Needs","Students Without High Needs",934,0.9419,479,486,520,509
"0860011","Montville School District","High Needs","Students With High Needs",997,0.9062,479,486,520,509
"0880011","Naugatuck School District","","All Students",4208,0.9184,446,441,473,471
"0880011","Naugatuck School District","Students With Disabilities","Students With Disabilities",719,0.9057,446,441,473,471
"0880011","Naugatuck School District","Free/Reduced Lunch","Free Meal Eligible",1839,0.8992,446,441,473,471
"0880011","Naugatuck School District","Free/Reduced Lunch","Reduced Price Meal Eligible",372,0.9251,446,441,473,471
"0880011","Naugatuck School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",2211,0.9035,446,441,473,471
"0880011","Naugatuck School District","English Learners","English Learners",347,0.9104,446,441,473,471
"0880011","Naugatuck School District","Race/Ethnicity","All other races",342,0.9277,446,441,473,471
"0880011","Naugatuck School District","Race/Ethnicity","Black or African American",466,0.924,446,441,473,471
"0880011","Naugatuck School District","Race/Ethnicity","Hispanic/Latino of any race",1517,0.9065,446,441,473,471
"0880011","Naugatuck School District","Race/Ethnicity","White",1883,0.9247,446,441,473,471
"0880011","Naugatuck School District","High Needs","Students Without High Needs",1518,0.9411,446,441,473,471
"0880011","Naugatuck School District","High Needs","Students With High Needs",2569,0.9055,446,441,473,471
"0890011","New Britain School District","","All Students",9299,0.8671,412,407,428,436
"0890011","New Britain School District","Homelessness","Students Experiencing Homelessness",81,0.8201,412,407,428,436
"0890011","New Britain School District","Students With Disabilities","Students With Disabilities",1889,0.8315,412,407,428,436
"0890011","New Britain School District","Free/Reduced Lunch","Free Meal Eligible",6030,0.8511,412,407,428,436
"0890011","New Britain School District","Free/Reduced Lunch","Reduced Price Meal Eligible",755,0.8866,412,407,428,436
"0890011","New Britain School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",6785,0.855,412,407,428,436
"0890011","New Britain School District","English Learners","English Learners",1558,0.8545,412,407,428,436
"0890011","New Britain School District","Race/Ethnicity","All other races",613,0.8998,412,407,428,436
"0890011","New Britain School District","Race/Ethnicity","Black or African American",1016,0.8805,412,407,428,436
"0890011","New Britain School District","Race/Ethnicity","Hispanic/Latino of any race",6261,0.8561,412,407,428,436
"0890011","New Britain School District","Race/Ethnicity","White",1409,0.8925,412,407,428,436
"0890011","New Britain School District","High Needs","Students Without High Needs",1613,0.9108,412,407,428,436
"0890011","New Britain School District","High Needs","Students With High Needs",7379,0.8578,412,407,428,436
"0900011","New Canaan School District","","All Students",4113,0.9566,619,581,618,587
"0900011","New Canaan School District","Students With Disabilities","Students With Disabilities",486,0.9488,619,581,618,587
"0900011","New Canaan School District","English Learners","English Learners",21,0.9533,619,581,618,587
"0900011","New Canaan School District","Race/Ethnicity","All other races",495,0.9631,619,581,618,587
"0900011","New Canaan School District","Race/Ethnicity","Black or African American",54,0.9518,619,581,618,587
"0900011","New Canaan School District","Race/Ethnicity","Hispanic/Latino of any race",245,0.9578,619,581,618,587
"0900011","New Canaan School District","Race/Ethnicity","White",3319,0.9556,619,581,618,587
"0900011","New Canaan School District","High Needs","Students Without High Needs",3565,0.9577,619,581,618,587
"0900011","New Canaan School District","High Needs","Students With High Needs",507,0.9492,619,581,618,587
"0910011","New Fairfield School District","","All Students",2096,0.9288,522,508,546,513
"0910011","New Fairfield School District","Students With Disabilities","Students With Disabilities",316,0.9108,522,508,546,513
"0910011","New Fairfield School District","Free/Reduced Lunch","Free Meal Eligible",187,0.901,522,508,546,513
"0910011","New Fairfield School District","Free/Reduced Lunch","Reduced Price Meal Eligible",73,0.926,522,508,546,513
"0910011","New Fairfield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",260,0.908,522,508,546,513
"0910011","New Fairfield School District","English Learners","English Learners",84,0.9105,522,508,546,513
"0910011","New Fairfield School District","Race/Ethnicity","All other races",98,0.933,522,508,546,513
"0910011","New Fairfield School District","Race/Ethnicity","Black or African American",45,0.9323,522,508,546,513
"0910011","New Fairfield School District","Race/Ethnicity","Hispanic/Latino of any race",362,0.9206,522,508,546,513
"0910011","New Fairfield School District","Race/Ethnicity","White",1591,0.9303,522,508,546,513
"0910011","New Fairfield School District","High Needs","Students Without High Needs",1491,0.9343,522,508,546,513
"0910011","New Fairfield School District","High Needs","Students With High Needs",557,0.9136,522,508,546,513
"0930011","New Haven School District","","All Students",18028,0.8383,423,416,444,439
"0930011","New Haven School District","Homelessness","Students Experiencing Homelessness",234,0.7573,423,416,444,439
"0930011","New Haven School District","Students With Disabilities","Students With Disabilities",2708,0.7911,423,416,444,439
"0930011","New Haven School District","Free/Reduced Lunch","Free Meal Eligible",10661,0.8201,423,416,444,439
"0930011","New Haven School District","Free/Reduced Lunch","Reduced Price Meal Eligible",1467,0.8664,423,416,444,439
"0930011","New Haven School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",12128,0.8257,423,416,444,439
"0930011","New Haven School District","English Learners","English Learners",3569,0.8606,423,416,444,439
"0930011","New Haven School District","Race/Ethnicity","All other races",1101,0.8623,423,416,444,439
"0930011","New Haven School District","Race/Ethnicity","Black or African American",6203,0.8205,423,416,444,439
